,Channel_Id,Description,Category
115,UCau7AJIOeUe3AQ9eXRmFT0g,"Cycle Baba - Hello, Salam, Namaste, Sat Shri Akal, Bhai Logo.   I would like to start with a brief about myself as I am Dr. Raj Phanden (Cycle Baba) from Bhuna (Fatehabad District), Haryana - India, on a mission titled - Wheels for Green. I started back in 2016 from India on a Bicycle only to travel across the Globe to create awareness on: Environmental pollution, Global warming, Climate change and its effect on the human race, Encourage Plantation. indian traveller, hindi vlogger , indian travel vlogs My World Bicycle Journey so far:  I have covered almost 62 country,  more than 66010 kms in a time period of  5years and 8months on a Bicycle only.   Wishing you a clean breath of air.  Thanking You! Dr Raj Phanden www.cyclebaba.com  https://web.facebook.com/docrajphanden  https://web.facebook.com/drraj.phanden Instagram: https://www.instagram.com/cycle_baba",Travel
116,UCqcyu1vJtclyeOYCHIjuONA,"World Ghoomo - World Ghoomo is promoting tourism. There are so many mesmerizing-breathtaking-scenic places that are untouched and not heard off . It is our aim to improve the available online information about such must visit places. Watch our travel videos, get inspired and World Ghoomo with us.   Why World Ghoomo?  -Watch a video and make your decision -Get a realistic idea about the ambiance, weather, culture, and people -Expect a detailed log, remember it is not an advertisement video -Be independent and better informed about the ins and outs of the destination -Details on the tourist attractions -Geographic locations, how to reach, how to travel, best hotels, and what to  Thanks, Sarita & Kamal  (Travel Influencers from Bangalore, India)  For business inquiries : sarita@worldghoomo.com FOLLOW us on INSTAGRAM - https://www.instagram.com/worldghoomo Facebook - https://www.facebook.com/worldghoomo",Travel
117,UC-qg7DMU1WKgm516dV_NMtg,"Banana Leaf Unlimited - Join us and travel with us together for a journey all over the country in search of great tasty food!!! along with showcasing our culture, tradition and heritage temples, etc",Food Review
118,UCB2XQ5q22gU0AWwdN24g15Q,Foodie prabu - This Channel is All About soru..,Food Review
119,UCf9fTBXZz6fpHOjSnj3tkkg,"Tastee with Kiruthiga - Hi! I'm Kiruthiga. I welcome you all to the channel. I'm a foodie, Nammakku sorru thaan mukiyam. Here I will eat, explore and review the flavor and my experience in it.  First Female food reviewer of Tamilnadu, South India.  Hope you enjoy the channel. ""Tastee with me Kiruthiga"" Digital Creator ""Food & Travel Blogger"" Exploring Foods and reviewer in Tamil  For queries & Details : Tastee2018@gmail.com  Thanks for visiting my channel !!! DO SUBSCRIBE & SUPPORT ME #tasteewithkiruthiga #foodreviewtamil #twk ",Food Review
120,UCYfFJldwN_wRPpBcDFZlE3A,"Rolling Sirrr - Entertainment, Vlog, Food...",Food Review
121,UCnjU1FHmao9YNfPzE039YTw,"Irfan's view - I love Food and Living. So, I vlog and do Food Reviews.",Food Review
122,UCiWPzOxN95ZCX37PR5u3DUg,"Tamil Foodies - The Official Tamil Channel of FOODIES FOOD TAMIL Stay updated with the latest TAMIL FOODIES All About Food Items. Simple ,Easy And Authentic indian Recipes.  மேலும் எங்களை ஊக்கப்படுத்த like & subscribe செய்யுங்கள்.  https://www.youtube.com/channel/UCiWPzOxN95ZCX37PR5u3DUg  Mail : premaved20@gmail.com",Food Review
123,UCpOnZdJQxa5vyR5dNtIoNjg,DAN JR VLOGS - Hello to all My Dear brothers and sisters :)  Welcome you all to the channel DAN JR VLOGS. Join my journey of exploring the various wonders of life.  Stay tuned for the latest videos. __________________________________  Digital Partner - Divo Divo is one of the leading digital media companies in South India working with brands and content creators across genres. ,Food Review
124,UCkaPZziKEd4TpOehs5WHjnQ,"Idris Explores - Tamil Vlogger/Youtuber from Chennai & Singapore - Tamil Youtube Channel. - ps: More of a Tanglish Vlogger :P  Hello everyone, I am Idris , 22 year old from Singapore and currently live in Chennai. I make Vlogs in Tamil. Mainly on my channel, I make Food, Travel, Fun Vlogs in Chennai, India.  If you are new to this channel, please Subscribe and give support!  I love exploring new things such as different foods, places, lifestyles, and love to travel. - You can expect to see unique content on this channel!  Thank you!  New videos every week!  சேனலுக்கு குழுசேரவும்! - Subscribe and support the channel! :)   #idrisexplores #peppafoodie #foodreviewtamil #tamilvlogs #tamilvlog #tamilfoodreview #chennai #chennaivlogs ",Food Review
125,UClz0pLkTqii1UhWHUIxBTOA,Pakoda Boyz - Pakoda Boyz is the 1st Budget Friendly Food Exploring Youtube Channel in South India. To Contact Us: Email: pakodaboyz.official@gmail.com Whatsapp Only: 9003096662 ,Food Review
126,UC8wwXAm77RNzVN-cJOy8t8g,Peppa Foodie - Tamil YouTuber exploring Places in Chennai & other Cities for some Delicious and Vera maari Food 🤤🔥 ,Food Review
127,UCz_fJR_cHMOVal2mDFvn_rA,"Urban Feast - Hi dudes❤️               I love exploring many things.To be unique,I am here to vlog on varieties of foods from various restaurant and hotels in all places.Here you will find variety of videos showcasing lots of food reviews which will be cent percent open review from My side.I hope the videos will entertain and eyes alluring to all my viewers.Make yourself engaged with our channel and just chill up with My shorts.""We the URBAN FEAST"" asks you to join with us in this food journey and its worth your time.                                                         'Subscribe the channel                                                 And Press the 🔔 Bell Icon    For business inquiries-urbanfeast2021@gmail.com  🔴Reach Me In Instagram Easily- urban_feast21🔴",Food Review
128,UC89Xwcw7Jxx9Hp5-YOhQXCQ,That Madras Guys - Your Friendly Neighbourhood Food Bloggers ✨  ~Adi & Abi  Instagram: @that_madras_guys,Food Review
129,UCrCE-nR-_Lw4V4AoJ0elcrw,What I Like To Eat - ,Food Review
130,UCrRvwKQ49YIJ8jtToanksWQ,"FOOD IMPRAMATION - “Food is love and it is better than love, if you think about it “  ",Food Review
131,UC26ostnW8IbSxcD35YiAJgw,Aarif's MindVoice - Hi! Aarif here to Entertain You all Hope u Subscribed and Showed ur Support! -Thanks  For Promotions Contact : blackdots.online@gmail.com instagram : aarif.online Whats app :7401014412 ,Food Review
132,UCmr5ryAi4mAH1_527jxFIAA,"Ram Kannan - Hello everyone This is My Official Youtube channel For Tamil Vlogs here you can see my Travelling's,Food reviews, And intresting Human beings life style. This is My dream to Do more Good Vlogs So Please watch and share your valuable comments and suggestions. I definitely Entertain You all. Thankyou Hearts Yours Ramkannan",Food Review
133,UC8FjAiKjaVtlBYvNzMQgt9w,"madras street food - தமிழகம் முழுக்க உள்ள நல்ல உணவகம் மற்றும் அந்த உணவை தரும் மனிதர்கள் பற்றிய பதிவுகள MSFல பார்க்கலாம்.., மேலும் உணவு அதுவும் நல்ல உணவு, இத தேடிதான் நாம நமக்கு தெரிஞ்சோ இல்ல தெரியாமலோ ஒடுறோம்.., இந்தியா முழுக்க எங்க கண்ணுக்குத் தெரிஞ்ச தரமான சுவையான உணவகங்களோட வீடியோ பதிவுகள செய்யுது உங்க மெட்ராஸ் ஸ்டிரீட் ஃபுட்.",Food Review
134,UCBWOy9nogTG5vJs3Hbtv6Sw,Karthik's View - Welcome to Karthik's View - a perfect spot for all food lovers. Join me in discovering different food and eateries in the city.  I bring you cooking videos and food reviews that you can't resist. Subscribe to Karthik's View and explore a whole new world of food with me.  ,Food Review
135,UCuxdOCCtlwJ8SGfAUCJ54Lg,Prahadish Balasubramanian - Hey Guys This is Prahadish Balasubramanian ,Food Review
136,UCdQqBQ-nc25EDlsQi0GQnpg,Food Chutney - Welcome to our channel FOOD CHUTNEY...நீங்கள் உணவு பிரியரா உங்களுக்காக சென்னை சுற்றி பிரபலமான உணவகங்களை தேடி புடிச்சு TASTE பண்ணி சொல்லுறோம் ... Do subscribe to our channel and Support us #foodchutney #foodchutneychannel Thanks for visiting our channel !!!  SUBSCRIBE & DO SUPPORT US ,Food Review
137,UC-covmugQlTWCgA0bOnZPiw,"Aadhan Food & Travel - Welcome To Aadhan Food & Travel   We are all about beautiful recipes, expert tutorials, fresh talent, wonderful food videos. More importantly, we share your passion for food, cooking and eating... Food Fusion is all about redefining ‘Cooking’ for you! It’s the solution to that never ending problem of preparing high quality delicious food and curtailing the eating out habits of your loved ones!   Kindly Like, Share and Comment.  For Brand Partnerships and Collaborations, reach us at  +91 6302580232 (Call / WhatsApp / Telegram) E-Mail: marketing@aadhan.in   Thank you for Visiting... Keep In Touch...",Food Review
138,UCqA2ZPcBYbWqmKU3iFX2KwA,"Street Byte - We started streetbyte as a passion, yes we are passionate towards food and video making, we started doing streetbyte with just a D-SLR in our Hands, we are happy to say streetbyte is expanding to other cities and towns with the help of other cousins and friend's, we are even starting up a food based review website very soon.   We did it for free and we will be free for the street food vendors, in a way we are promoting the street food vendors, and we have seen the smiles of the shop vendors when they can watch themselves in youtube for free.  ""Passion turned into profession"" .  Please do subscribe for more updates !  For Brand Collabs: brandcollabs@sillymonks.com ",Food Review
139,UCAMDn1zjnCXJnG3piUL7VPQ,"Kowshik Maridi - Hello Viewers...Welcome To My Official Youtube Channel.. Subscribe My Channel For More Videos , Thank you for 25,000+ Subscribers 🙏  Thank you for u r love & Support  Follow Me On :  👉 My Facebook page  : https://www.facebook.com/kowshikmaridi7/ ( Kowshik Chowdary )  👉 My Facebook Account  : https://www.facebook.com/KowshikMaridi07 ( Maridi Kowshik Chowdary )  👉 Instagram : https://www.instagram.com/kowshik_maridi/ ( Kowshik Maridi)  👉 Twitter  :  https://twitter.com/kwshik   ( Kowshik Chowdary )  ",Food Review
140,UCznAVGW0rciFfbJzDkgBybg,Chai Bisket Food - All about Foodies!,Food Review
141,UCWY1Bh_0hNWQjx-Vx3DdYkA,"Food Wala - Hello Viewers....  "" Food Wala "" is an first and new YouTube channel started in October 2017 for food lovers.   This channel explore different kind of varieties and tasty food recipes on either streets or   restaurants.   Channel intention is to try to show food items and also You may try those recipes at your home   very easily.  Subscribe to our channel and get more notifications within seconds 😊 ----------------------------------------------------------------------- For business enquires please contact:  G mail: foodwala.business@gmail.com Mobile Number: +91 8500721069 -----------------------------------------------------------------",Food Review
142,UCxFXa5vorMCdne9wu-XCG_w,"Food Monks - For BRAND Collaborations/BRAND Promotions/RESTAURANT Reviews,  Message/WhatsApp on 09322907376.  Hey Food Monks! Chaitu and Vishnu here!  Food is one of the best way to connect, Finding (any) food is easy, however finding the best food is really tough. We took this privilege to bring the best places to eat and have fun! We are 2 enthusiasts from southern part of India, Hyderabad.  Just a click away, you will find review/rating on all cuisines. Street Food, Multi Continental Restaurants, Medium/Small Restaurants, Food Trucks, Local Markets,  Authentic Village food.  Please Subscribe to Food Monks and click the BELL Icon for not missing any updates.  We explore food, review and provide the genuine and honest feedback. Count on us for food and travel. Come with us for a food adventure and a delicious, mouth watering videos which wont let you skip!  You Favorite Food Bloggers from South India Chaitu & Vishnu Food Monks",Food Review
143,UCSLdPvBqRtmYULL-oKOLcHQ,Tspoon - We all love food and It's all about food. No nonsense only food.,Food Review
144,UCjS-Hn6CZN0sISJSjIflECQ,"Wirally Food - This page is for Food lovers, it showcases cooking tips, ideas, recipes and more. Here you can come see the the beautiful food we create and try it on your own! In case you are lazy like some of us... come here drool and don't forget to share it with your friends who will cook for you! :) For business enquiries, email us at brands@tamadamedia.com",Food Review
145,UCfm98bbVfiphGemhKDYvCHQ,"Telugu Food - A to Z - హాయ్ ఫుడ్ లవర్స్  నా ఛానల్ కి వచ్చిన ప్రతి ఒక్కరికి స్వాగతం. నా ఛానల్ లో ఫేమస్ ఫుడ్ ప్లేస్ లకు నేను వెళ్లి, ఆ ఫుడ్ ఎలా ఉందొ రుచి చూసి దాని  యొక్క అనుభూతి ని మీతో పంచుకుంటాను. మీరు నా ఛానల్ ని సబ్స్క్రయిబ్ చేసుకుని నాకు సపోర్ట్ చేయాలని కోరుకుంటున్నాను. ఇట్లు  తెలుగు ఫుడ్ ఛానల్",Food Review
146,UC1b6213kPbM8SWdvR6SisEw,"Yum Yum Street - Welcome to Yum Yum Street YouTube Channel! I love food and believe in spreading my love for food with everyone. Watch me and some culinary experts make some amazingly tasty dishes and share these stories with you through my exclusive videos.   I want to prove that you don't need a proper kitchen to cook the food you love. So we cook mouth-watering dishes outside, in the wild, on the road and anywhere in between! All you need is a little bit of experience, some kitchen utensils, and a pinch of salt. Join us on this adventurous journey which may leave you salivating.   We publish exclusive recipes and content every alternate day so don’t forget to subscribe. Stay tuned to the Channel and Subscribe: https://www.youtube.com/channel/UC1b6213kPbM8SWdvR6SisEw",Food Review
147,UCRf6dfFdV9wU-gSB9fpHmcQ,Priyanka Tiwari - Actor | Youtuber | Die Hard Foodie  Discover new places to eat and travel the world with me !  Email : priyankasvlog@gmail.com Managed by Bun Maska Communications,Food Review
148,UCh0Ob3N4miyi773toqSYj-A,"HISTORY TV18 - HISTORY is made by those who write it. We write it in True HD. Making HISTORY everyday, one story at a time.",Food Review
149,UCVC9JRU1JpfupKHVV0sThOg,Veggie Paaji - Finding best Veg Food so you can eat it too😊,Food Review
150,UChxZXkiUQCwaYDCP34UfyOQ,"Sarah Hussain - Subscribe to Zingy Zest and get ready to explore hidden food joints in the streets of Delhi to fine dine in 5 stars. Instagram- Zingy Zest Facebook- https://m.facebook.com/ZingyZestBlogs/ Blog- zingyzest.wordpress.com/ Twitter - zingyzestblogs Snapchat- snapzingyzest  For collabs and promotions, contact zingyzestblogs@gmail.com",Food Review
151,UCC-2lfPrkga05zkY4dsi5VA,"Swad official - My name is Gaurav Wasan and I am always hungry for more. I have traveled length and breath of the country in search of food and have now decided to vlog the same for my YouTube channel SWAD. Over the next few days, months and years, I'm going to travel around the world and document as much food as I can for you! This channel will show you real street food and real local food, for what India and the world is famous for. Thanks for watching, and please feel free to leave a comment, suggestion, or critique in the comments below! Please make sure to subscribe, it's the best way to keep my videos in your feed, and give me a thumbs up too if you liked this food video, thanks, I appreciate it! You could also share the video too if you liked it, that would be awesome.",Food Review
152,UCv6Vt0cc-CNQrRj4yCBG9Ig,"Bhooka Saand - Subscribe to this channel to know the best food and places to eat in India.   Pujneet Singh is the owner of this food channel Bhooka Saand. Pujneet by profession is a techie and working as IT Head in a US firm in New Delhi. Monday to Friday he devotes his time to his well-established IT job and on Weekends he works for his YouTube Channel.   Pujneet Singh aka Bhooka Saand featured in over 2 dozen of renowned national and international media publications and was a speaker in YouTube Fanfest 2019.   For collaboration, please feel free to reach at Bhooka.saand@gmail.com   Cheers!",Food Review
153,UCMfyiLGzptAStxYf7GEIQYQ,"Foodie Incarnate - Biggest vegetarian food page of India. First Indian food page to hit 1M followers on Facebook, Instagram and YouTube. Since 2014.",Food Review
154,UCm3uwvJw2KHp4aWRjj_IWTQ,So Saute - business enquiry: sosautewithlove@gmail.com  ,Food Review
155,UCGtu9J8Hp5lOOdNR4_nZa2Q,"Foodie We - Fun, Food , Entertainment & Challenges . Hey Everyone  This channel is all about Fun, Food , Entertainment & Challenges . We three Love to explore different kind and variety of food in India.  We trying our best to cover whole India. Hope you love our videos.Keep supporting us and we will keep bringing you awesome content.   LIKE  SHARE COMMENT",Food Review
156,UChxZXkiUQCwaYDCP34UfyOQ,"Sarah Hussain - Subscribe to Zingy Zest and get ready to explore hidden food joints in the streets of Delhi to fine dine in 5 stars. Instagram- Zingy Zest Facebook- https://m.facebook.com/ZingyZestBlogs/ Blog- zingyzest.wordpress.com/ Twitter - zingyzestblogs Snapchat- snapzingyzest  For collabs and promotions, contact zingyzestblogs@gmail.com",Food Review
157,UCyrj6dP1SMGzY_5r2zR4WRA,The Stager Television - THE STAGER TELEVISION  is the official channel of Dr.R.Suresh Kumar which brings you the honest review of new Tamil Films.   Contact official Mail Id: thestagerevents@gmail.com,Cine Review
158,UCZVcQLqXTn1DN-UcDwrc1gQ,"tamilcinemareview - Genuine tamil movie reviews, tamil movie news , tamil movie interviews and much more in this channel. Our goal is to provide you with genuine movie reviews and movie news all the time.   Contact : +91 9655555970 .",Cine Review
159,UClF9UTljviumfJf7t-VR5tg,"Filmi craft - Filmi craft is a place where you can watch the reviews of the Best in Class World Movies, New Tamil Movies, Short Films, Trailers and Teasers as well as the Movie Plot Explanations. Our movie reviews features all Genres such as Melodrama, Horror, Thriller, Action, Adventure, Animation, Comedy, Crime Thriller, Family Drama, Musical, Romance and Sci-Fi. The channel ensures that it will never let down the expectation of our viewers.",Cine Review
160,UCf8MxefNs0xEAof52f_fRTw,"Playtamildub - Hello Friends ! Welcome To Playtamildub 😇 WE LIST THE TOP 10 / TOP 5 HOLLYWOOD Movies in Tamil Dubbed / English , Hollywood Updates , Movie / Series Review , Breakdown , Facts  and More   100 SUB ON 1 Dec 2019, 1k SUB  ON 18 Jan 2020 , 100k SUB ON  10 AUG 2020, 500K SUB ON .....?  எங்கள் சேனலுக்கு SUBSCRIBE   செய்யுங்க .😎  Playtamildub channel .  For advertisement & Collaboration contact 👇 tamildub4@gmail.com",Cine Review
161,UCltvcHjBoeymjGUEMLZhWrg,"Cinema Kichdy - Cinema Kichdy is a youtube channel which gives you all about Indian Cinema, Amazing Trivia on Cinema, Unknown facts, Behind the scenes, Interviews, Latest filmi stuff and all more about Cinema.",Cine Review
162,UCkI-SYGC8fxPNcp6FsX4SRQ,Tamil Talkies - We bring you the latest reviews for Tamil Movies and keep you entertained by all means. :),Cine Review
163,UCu06Qrx-lAQHjfSwyCERWQg,Open Theatre Tamil - Open Theater Movies and series Reviewer and Explainer Email : opentheatretamil@gmail.com,Cine Review
164,UCFv86IHdngwcdyvgWxAMh8Q,"Jackie Cinemas - Hi Friends, Every movie deserves to be watched, but the question is when, how, where and with whom??!! “Jackie Cinemas” is the portal to answer all these questions. Whether you're interested in a movie's review, trailer review or its latest news, this is the best place to get the complete picture!   The channel provides exclusive reviews and information of Hollywood Movies, Indian - all language Movies and the World Movies. Good reviews bring awareness and open new doors of getting entertained into next level, thus providing our viewers to get educate, inspire and choose the right one for them.   “Top-10 Review” is one of the unique and exclusive analysis programme that you won’t find easily elsewhere.  Jackie Cinemas – the best portal of all movie related information and the ultimate destination for true movie buffs and film makers!!  For Ad sales opportunities, kindly contact : +91 82488 90359   ",Cine Review
165,UCzFP6W9EMV9TyC2J4oY_bwg,"Mr Comics Tamil - Mr Comics Tamil is the go-to source for the movies, TV shows, Anime and video games we all love. We're addicted to all things comics and movies, but we're not afraid to binge watch some reality TV when the mood strikes. Whether it's revealing Easter eggs and secrets hidden in your favorite films, exposing movie mistakes, highlighting the best deleted scenes, or uncovering the truth about reality TV's strangest stars, Mr Comics Tamil has endless entertainment for the discerning YouTube viewer.",Cine Review
166,UC6rE8DCMFYDcxOlvYG3JtBw,"Mr. Tamizhan - Mr Tamilan - Language should not be a burden to taste Hollywood cinemas and international movies. At least, watch English and other language movies story and review in Tamil to know more about what is happening in the cinema industry of the world.   உலக சினிமா-க்களை கண்டுகளிக்க மொழி ஒரு தடையாய் இருக்க கூடாது. குறைந்த பட்சம், பிற மொழி திரைப்படங்களின் கதை மற்றும் விமர்சனத்தையாவது தமிழில் அறிய மிஸ்டர் தமிழன் யூடியூப் சேனல்.   To contact for copy right issues and Advertisement, Email to slicemind@gmail.com   If you would like to remove any movie clips i have used in my youtube channel, please send an email to slicemind@gmail.com and your clips will be removed immediately. We have invested lot of time and effort to raise this channel. Please don't give copyright strike, instead ask me to remove your movie clips or raise a copyright claim to get the advertisement revenue. I am happy to give the revenue to you.",Cine Review
167,UCbowkH-OYxIJ3QkGAT5_YpQ,Mr Hollywood - World Class Movies Explanation  Channel In Tamil  Movie is the only one which don't need Language  Note:If any copyright contents in my videos contact me mrhollywoodalex@gmail.com .I will Remove it within 24 Hours,Cine Review
168,UCt7KYlTCKV8qRSuEjt9ieJQ,Mr 360 Tamil - All Language Movies Explained in Tamil,Cine Review
169,UCkvPfndAzPDWPdpnBQvFx3Q,"Jaya Jagdeesh - Hey you! thanks for coming to the about section to know about me !  This is my tamil chanel where i will be posting videos  about movie reviews , social issues and about things which are trending so that you will know about it all I am also a trainer and a coach who helps people in communication skills , english speaking and public speaking , in case if you want a training for it , feel free to contact me through mail. i hope my content is somewhat helpfull or entertaining to you ! Mail for collaboration or regarding queries Contact :jayajagdeesh123@gmail.com",Cine Review
170,UCYENCMRGdtF7spGQUr7jN3Q,Mr. Sundakka - Welcome to Mr Sundakka channel அனைத்து விதமான  Hollywood படங்களையும் பார்த்து மகிழ நமது சேனலை Subscribe செய்யுங்கள் உங்களை நம்பிய என் பயணம் தொடர்கிறது ,Cine Review
171,UCMkGaVyKx2RKa8G2ubN-nhQ,Sathish Talks - This channel is about to recommend a Good Movies all over the world. A Movie Review Channel.  Channel Created and First Video Uploaded on 16/01/2021. First 100 Subscribers on 15/05/2021. ,Cine Review
172,UCLOQ4omnP6RZ1Ac4jvV6bfg,"Hollywood Freak5 - Our Channel for Hollywood movie, series review....Marvel and Dc Updates",Cine Review
173,UCTIuWYnWo-7CmYZqXD8WFRA,"TAMIL VOICE OVER - TAMIL VOICE OVER is movie  critic \ Review \ voice-over channel in Tamil. Especially world movies . We make you understand the main concept of the story in our way , We know the struggle of the language issues. we will help you , we will give you the intro of the best movies in the world and make you watch it.  TAMIL VOICE OVER is Tamil dubbed Hollywood movies channel for Tamil audience who missed the best experience of world cinema  , only because of the language issue . Language is not a problem to taste of world cinema . So here we are ....!!!! This is our greatest motto. We going to tell the story of the best world movies that you couldn't miss . And we are going to do that in short and sweet.  If you are a Tamil audience who's feeling bad for missing the world cinema only because of language issues.Tamil voice over channel is only for you.   To enjoy the best movies Review in Tamil . please support .  ****LIKE*****SHARE*****COMMENT********SUBSCRIBE********PRESS BELL ICON*****",Cine Review
174,UCGR1yjrScqezllTc2gsAIuA,Tamil Hollywood Times - உலகத்தில் உள்ள அனைத்து மொழிகளிலும் இருக்கும் திரைப்படங்களை தமிழில் பார்க்க தமிழ் ஹாலிவுட் டைம்ஸ் சேனலில் இணையுங்கள்,Cine Review
175,UC5GgmQzKX65brzNM9iyys_Q,Mr.vignesh - Welcome to Mr Vignesh channel அனைத்து விதமான  Hollywood படங்களையும் பார்த்து மகிழ நமது சேனலை Subscribe செய்யுங்கள்  Contact Vigneshvoice2021@gmail.com  Facebook https://www.facebook.com/MrVignesh-108563291699416/    Like share Subscribe,Cine Review
176,UCFRHRnJhSG-iqIDCC3ISDUg,Mr. Murungakkai - 3 - Mr. Murungakkai - 3  Movie Review In Tamil Mr. Murungakkai mrmurungakkai@mrmurungakkai.com #MrMurungakkai ,Cine Review
177,UCXjhJbviBl0M4JAC3cxDXqA,"TeluguOne - TeluguOne – Connecting People Across The Globe  TeluguOne YouTube Channel is South India’s No 1 Digital media platform. TeluguOne YouTube Channel is one of the largest Telugu Community Portal with the most innovative & entertaining videos in the form of Originals like Short Films, Web Series, Comedy Skits, Personality Development videos.",Cine Review
178,UCCyCYLy5nJvNfz4eiD2gn-g,Mr B - I am A Voice Artist and A Movie Buff. Love to Express Words and Feelings.Believer On humanity Values.,Cine Review
179,UCRvTQgaKQ4AKsxKf0rZUtuQ,"Movie Matters - 💥Hello Movie Lovers !  You reached the right destination. In our channel, we will cover all the movie related stuff mainly focussing on Indian Cinema like : 👉Top Movies 👉Movie Recommendations 👉Movie Reviews 👉Movie Analysis and  👉Movie Explanations  We will be covering all language movies. Because for us, movie content is the main thing but not the language.   📧 MAIL :  moviematterstelugu@gmail.com   #MovieMattersTelugu #MovieMatters #MovieMatter",Cine Review
180,UC-qTldS8DNIGOfIVc0G8t-w,THYVIEW - ,Cine Review
181,UCqkQzjePM64LtMOWzShh_SQ,"Filmy Geeks - We are a bunch of film lovers, who study the art of filmmaking every day.  In this channel, you will get to see videos on Film appreciation and filmmaking.",Cine Review
182,UCKbM8ucMY1pVYSp5h8C5Cuw,Mahidhar Reviews - ,Cine Review
183,UCTmCilqEPbAVKKU50wJ1apw,Thyview Reviews - ,Cine Review
184,UCixBLh7m8mZIf3EDuXAqrEQ,"Ur Telugu Friend - హాయ్ ఫ్రెండ్స్,  నేను కళ్యాణ్... యువర్ తెలుగు ఫ్రెండ్. తెలుగువారు విషయ పరిజ్ఞానంలో ఎవరికీ తీసిపోరు. ఇంటర్నెట్ ద్వారా మనకి ప్రపంచజ్ఞానం ఎంతో చేరువయింది. కానీ ఇంతలోనే ఫేక్ న్యూస్ మరియు ఫేక్ కంటెంట్ మన మెదడును మొద్దుబారుస్తుంది. ఈ సమస్యని కేవలం నిజమైన రీసెర్చ్ ద్వారా అధిగమించగలం. అందువల్ల మీకు అబ్బురపరిచే అబద్ధపు అద్భుతాలు కావాలో లేక నిజాయితీగా పరిశోధించి తెలిపే ప్రపంచ జ్ఞానం కావాలో మీరే ఎంచుకోండి. ఈ ఛానల్ మన అందరి విషయ పరిజ్ఞానం పెంచుకోవడానికే  తప్ప ప్రతి పదం తెలుగులో ఎందుకు లేదు అనే చర్చ వద్దు. ఆపైన ఏ సూచనలు వున్నా నాకు కామెంట్స్ మరియు ఈమెయిలు ద్వారా తెలియపరచగలరు.  FOLLOW US: --------------------  Facebook: https://www.facebook.com/urtelugufriend  Twitter: https://twitter.com/urtelugufriend  Instagram: @urtelugufriend  FOLLOW ME: ---------------------  Facebook (Kalyan): https://www.facebook.com/kalcha1980  Twitter (Kalyan): https://twitter.com/kalcha1980  Instagram (Kalyan): @kalcha1980",Cine Review
185,UC3Fc4xnak4873z2o6Bi4uKg,"ANIME GEEKS - We make Top 10 videos ,Theory videos , Explaintion videos and Anime news in #telugu language",Cine Review
186,UCBRBPcuHqE3s9j8B9Dl-mAg,Chinna Pillodu - ,Cine Review
187,UCeiAKuJGZrIjYvaq0nMwbJg,Filmi Indian - Hi Deeksha Here! Living A Life Through Cinema & Sharing The Journey With You..!  ➤ For Sponsorship /Collaboration Drop The Mail At - ( thefilmiindian@gmail.com )  ,Cine Review
188,UCd5Os4gT74gxngzUYqGUzzg,"Suraj Kumar - Get the Real Entertainment through Movie Reviews and Roasts !!!  We review in our style with our funny characters !  FILM HIT HO YA FLOP BUT REVIEW MILEGA BAAP   Not a Critics , nor a comedian - Just an Entertainer !!!  Follow us on Instagram-  http://Instagram.com/surajkumarreview  Follow us on Twitter-  https://twitter.com/Surajkumarrevi1?s=08  Mail us for business/queries-  Surajkumarreview@gmail.com  Dont forget to Subscribe Our Channel😊",Cine Review
189,UCfDxyxsxaKpyYXkrNRItLsg,"Kamaal R Khan - KRK - Actor, Critic, Film Trade Analyst. ",Cine Review
190,UCvYpXe1Lch6IcHBhsMoAZrg,"FilmiFever - Filmifreaks most of us are! What's the buzz in Filmi-town? Which movie is releasing next? Box office performances, Filmi gossips, reviews, public reviews, expert reviews, debates, public reactions, excitement, first look, controversies, scandals, uncuts, news and all updates surrounding entertainment industry we provide. Your curiosity finds rest with us at Filmi Fever.",Cine Review
191,UCH_4bAwpwDAwpBSS0ni2fEA,"Bollywoodwallah - Bollywoodwallah is a Youtube channel that focuses on doing public movie review, debates, discussion, opinion vlogs and everything else that is related to Bollywood. The channel's face is popular entertainment journalist Sonup Sahadevan who is well-known in the industry for his style of asking tough questions to movie stars and writing razor sharp opinion pieces on his website www.bollywoodwallah.com  Follow Sonup on Instagram - @sonupii",Cine Review
192,UCMADTa2I09LMVKJhGgvfAlQ,"Pratik's Film Theories - in depth Film Analysis, Films Theories, Political ideologies, Philosophy, story Explanation and much more...  Philosophy of Bollywood & Hollywood Films by Pratik Borade.",Cine Review
193,UCcR67RUf9oRyuBOv0W-DBOA,Aklesh Bhamore - Here I'll Give you All Filmy Updates About Bollywood Movies & South Indian Movies & Also I'll Provide You  Box Office Collection Report Movies Review Trailer Review Teaser Review & All News About Indian Film Industries Like Bollywood Tollywood Kollywood Sandalwood Etc..  For Any Enquiry- Instagram@iaklesh,Cine Review
194,UCUinnqDgIsNFleLdkZKbP-w,"BnfTV - No baat, only bakwaas 🙂 aisa kisi ne bola to paap lagega  India me logo ko kya mangta hai?? Entertainment, Entertainment, Entertainment  aur is channel pe tumko milega kuch faltu ka gyan, thoda sa maza aur kuch bach gaya to thoda sa entertainment. To ab tum bologe ki ye dono line to rhyme nahi karte?? To mere bhai, koi rule thodi hai is duniya mai sub kuch match kare 😂  For business enquiry: business.bnftv@gmail.com",Cine Review
